,Unnamed: 0,text,date,user,location,Clean_Tweet
2079,2079,@DrLeanaWen @kaitlancollins @CNNnewsroom Can you please provide Parents advice of what do for kids that are under a… https://t.co/xSj9IB0KaR,2021-11-29 00:46:11,earthling2000s,east coast,Can you please provide advice of what do for that are under a …
2080,2080,"@VinGuptaMD Hey #Antivaxers , Calm down,take a deep breath (if you can) &amp; #GetVaccinatedNow &amp; #boostershot ! #Omicron #OmicronVariant",2021-11-29 00:39:53,LethimTakeFifth,United States,"Hey , Calm down , take a deep breath ( if you can ) & ; & ; ! Omicron"
2081,2081,"Dark Angels &amp; Pretty Freaks #Podcast #351 “Naily Toes”

 #Married #Chatting #Life #Unedited #Thankful 4 everyone st… https://t.co/mClk0eJpgX",2021-11-29 00:25:00,OriginalNFV,"Napa, California",Dark & ; Pretty  “ Naily ” Married Chatting Life Unedited Thankful  everyone st …
2082,2082,RT @DAPFpodcast: Dark Angels &amp; Pretty Freaks #Podcast #351 “Naily Toes” #Married #Chatting #Life #Unedited #Thankful 4 everyone still liste…,2021-11-28 23:25:18,IndieAngles,,: Dark & ; Pretty  “ Naily ” Married Chatting Life Unedited Thankful  everyone still …
2083,2083,Dark Angels &amp; Pretty Freaks #Podcast #351 “Naily Toes” #Married #Chatting #Life #Unedited #Thankful 4 everyone stil… https://t.co/LsYHuZIqnQ,2021-11-28 23:25:00,DAPFpodcast,"Napa, California",Dark & ; Pretty  “ Naily ” Married Chatting Life Unedited Thankful  everyone …
2084,2084,I got boosted yesterday! But dang did I have the chills and was very achy today. It's all worth it knowing that I'm… https://t.co/JsiATBPfI1,2021-11-28 23:15:11,thebenlinville,"Chicago, IL",I got yesterday ! But dang did I have the and was very achy today . It ' s all worth it knowing that I ' m …
2085,2085,"Just a question: Am I protected from Omicron if I am fully vaccinated and got the booster shot?
#Vaxxed 
#Pfizer… https://t.co/fA8uSUPceH",2021-11-28 23:13:38,CrystalSenski,"Milwaukee,  WI",Just a question : Am I from Omicron if I am fully and got the booster shot ? …
2086,2086,RT @SuMoh7: #GetVaccinated #GetVaccinatedNow including  #boostershot.,2021-11-28 22:49:36,digyoursoul,,: .
2087,2087,@Skyler4149 Getting #boostershot at any age over 18 is an excellent precaution for #covidvariant including the new #OmicronVariant!  👍👏,2021-11-28 22:42:46,SMWearMask,U.S.,Getting at any age over  is an excellent precaution for the new ! 👍👏
2088,2088,"RT @DAPFpodcast: Dark Angels &amp; Pretty Freaks #Podcast #351 “Naily Toes”

 #Married #Chatting #Life #Unedited #Thankful 4 everyone still lis…",2021-11-28 22:22:55,bloodnblackrum,"Gloversville, NY",: Dark & ; Pretty  “ Naily ” Married Chatting Life Unedited Thankful  everyone still lis …
2089,2089,"Snowed all day.  Time to fix supper.
#firstsnow #Winter #sundayvibes
#takecareofeachother 
#boostershot #N95s https://t.co/eCBActBvR8",2021-11-28 22:16:44,JannieMcJanJan,"Toronto, Ontario",all day . Time to fix supper . Winter Ns
2090,2090,RT @beansprouts_mom: Let's get LOUDER!! Last day to sign official petition to federal government. Demand science. Demand safety. In EVERY p…,2021-11-28 22:16:27,CostaLaw,"Victoria, British Columbia",: Let ' s get !! Last day to sign official petition to federal government . Demand science . Demand safety . In EVERY p …
2091,2091,"RT @DAPFpodcast: Dark Angels &amp; Pretty Freaks #Podcast #351 “Naily Toes”

 #Married #Chatting #Life #Unedited #Thankful 4 everyone still lis…",2021-11-28 22:09:00,OriginalNFV,"Napa, California",: Dark & ; Pretty  “ Naily ” Married Chatting Life Unedited Thankful  everyone still lis …
2092,2092,"RT @DAPFpodcast: Dark Angels &amp; Pretty Freaks #Podcast #351 “Naily Toes”

 #Married #Chatting #Life #Unedited #Thankful 4 everyone still lis…",2021-11-28 22:08:56,AngelsFreak7,"Napa, California",: Dark & ; Pretty  “ Naily ” Married Chatting Life Unedited Thankful  everyone still lis …
2093,2093,"Dark Angels &amp; Pretty Freaks #Podcast #351 “Naily Toes”

 #Married #Chatting #Life #Unedited #Thankful 4 everyone st… https://t.co/5vYVHe2uhf",2021-11-28 22:03:05,DAPFpodcast,"Napa, California",Dark & ; Pretty  “ Naily ” Married Chatting Life Unedited Thankful  everyone st …
2094,2094,"Forced hairdresser to go shorter on the fringe so will last me through to Jan- good idea at the time, then had… https://t.co/kuIDfUyeuB",2021-11-28 21:40:19,Satty_Kalkat,,"Forced hairdresser to go shorter on the fringe so will last me through to - good idea at the time , then had …"
2095,2095,Is being irritable a side effect of the #BoosterShot or am I just a cunt 😆,2021-11-28 20:54:39,DavidMZavala,,Is being irritable a side effect of the or am I just a 😆
2096,2096,I got my Moderna #BoosterShot yesterday and like my first 2 AstraZeneca doses had #NoSideEffects other than I was p… https://t.co/L5dtfPXV51,2021-11-28 20:50:06,ryanyates1990,United Kingdom,I got my yesterday and like my first  had other than I was p …
2097,2097,RT @kiely_hannah: Awful traffic management at #Ballybrit today @HSELive #Covid #boostershot Over an hour people sitting in cars to get to t…,2021-11-28 20:39:21,aMusingMyBrain,"Galway, Ireland",: Awful traffic management at today Covid Over an hour people sitting in to get to t …
2098,2098,"""The mutations in the Omicron Variant are concerning [...]"".

Source: @moderna_tx (website)
#BoosterShot… https://t.co/FX6IcXmkLV",2021-11-28 20:21:49,Juan_A_Llorente,"El Espino, La Chorrera, Panamá",""" The in the Omicron Variant are concerning [...]"". Source : ( ) …"
2099,2099,This strategy includes three levels of response should the currently authorized 50 µg booster dose of mRNA-1273 pro… https://t.co/npvO1qtGRf,2021-11-28 20:21:42,Juan_A_Llorente,"El Espino, La Chorrera, Panamá",This strategy three of response should the currently authorized  booster dose of -  pro …
2100,2100,"Since early 2021, Moderna has advanced a comprehensive strategy to anticipate new variants of concern.

Source:… https://t.co/Coy0uwPSco",2021-11-28 20:21:33,Juan_A_Llorente,"El Espino, La Chorrera, Panamá","Since early  , advanced a comprehensive strategy to anticipate new of concern . Source :…"
2101,2101,RT @QACremodel: Got my Booster shot an hour ago. It’s a big relief. #boostershot #GetVaccinated #GetVaccinatedNow,2021-11-28 20:02:41,77Patgarrett,"Brooklyn, NY",: Got my Booster shot an hour ago . It ’ s a big relief .
2102,2102,"Booster power activated! 

#covid19 #vaccinated #boosted #boostershot https://t.co/JCf0B5mX8O",2021-11-28 19:50:09,SenatorCohenCT,"Connecticut, USA",Booster power ! covid
2103,2103,"RT @swaGGerscan: 🎗When meeting someone new, which questions are most important to ask? Is it where they’re from? Is it their religious beli…",2021-11-28 19:49:13,susan_e_winter,New York City and Scottsdale,": 🎗 When meeting someone new , which are most important to ask ? Is it where they ’ re from ? Is it their religious …"
2104,2104,RT @KamilBrzezinski: People are asking me why I chose Moderna booster after full Pfizer covid-19 vaccination. Please check the graphics and…,2021-11-28 19:45:29,Bo_So,Wroclaw,: People are me why I chose booster after full covid -  vaccination . Please check the graphics and …
2105,2105,"RT @brexitdennis: I've wore a #Mask when I didn't need too.
I've had two #Vaccine shots.
I will have a #BoosterShot when offered one.

I've…",2021-11-28 19:33:31,jonparkerlee,Manchester,: I ' wore a Mask when I ' t need too . I ' had two Vaccine . I will have a when one . I ' …
2106,2106,RT @KamilBrzezinski: People are asking me why I chose Moderna booster after full Pfizer covid-19 vaccination. Please check the graphics and…,2021-11-28 19:28:59,yasiek_,Hill Valley,: People are me why I chose booster after full covid -  vaccination . Please check the graphics and …
2107,2107,"RT @MaryFernando_: 2/ ""... the federal government of Canada, and provincial and territorial governments, will be responsible for every infe…",2021-11-28 19:26:38,Stormbelle35,"Ontario, Canada",":  / ""... the federal government of Canada , and provincial and territorial , will be responsible for every …"
2108,2108,To quote @kylehebert from his podcast @boomboxpod  BOOST!!! I’ve leveled up! #BoosterShot #boost https://t.co/4Mpt3mXbxO,2021-11-28 19:22:21,superkid801,"Orange Park, Florida",To quote from his BOOST !!! I ’ up ! boost
2109,2109,"Finally scheduled my #boostershot and flu shot for next month! 
#GetVaccinated you dumb fucking #MAGATS!",2021-11-28 19:09:07,LaPiquantRose,"Chicago, IL",Finally my and flu shot for next month ! you dumb !
2110,2110,RT @KamilBrzezinski: People are asking me why I chose Moderna booster after full Pfizer covid-19 vaccination. Please check the graphics and…,2021-11-28 18:52:59,tomik99,"Wroclaw, Poland",: People are me why I chose booster after full covid -  vaccination . Please check the graphics and …
2111,2111,Ended up taking an @Uber because my #boostershot is for the #following #Sunday will not be in #Milwaukee then lol sorry,2021-11-28 18:41:02,Jen56473517,everywhere on planet Earth 🌏 ,Ended up taking an because my is for the following will not be in then sorry
2112,2112,"RT @texusjoe111: Oh f**k me, now it's the omicron variant. https://t.co/Ud5uu2vPWP via @YouTube@#ToryCorruption #BoosterVaccine #boostersho…",2021-11-28 18:35:57,thejfteams,UK,": Oh f ** k me , now it ' s the omicron variant . via …"
2113,2113,"Million $ question:

Will those fully #vaccinated today (Sun., Nov. 28) still be considered, for #VaccinePassport p… https://t.co/rk7bXKkA7n",2021-11-28 18:17:13,NKossovan,"Toronto, Ontario, Canada","Million $ question : Will those fully today ( Sun ., .  ) still be considered , for p …"
2114,2114,"@texusjoe111 Million $ question:

Will those fully #vaccinated today (Sun., Nov. 28) still be considered, for… https://t.co/gJtBdIxF3O",2021-11-28 18:16:49,NKossovan,"Toronto, Ontario, Canada","Million $ question : Will those fully today ( Sun ., .  ) still be considered , for …"
2115,2115,"@PietVeenstra8 Million $ question:

Will those fully #vaccinated today (Sun., Nov. 28) still be considered, for… https://t.co/Q0QjSxgW2d",2021-11-28 18:16:27,NKossovan,"Toronto, Ontario, Canada","Million $ question : Will those fully today ( Sun ., .  ) still be considered , for …"
2116,2116,"@Terrysagirl Million $ question:

Will those fully #vaccinated today (Sun., Nov. 28) still be considered, for… https://t.co/RT6NjD2eEH",2021-11-28 18:16:12,NKossovan,"Toronto, Ontario, Canada","Million $ question : Will those fully today ( Sun ., .  ) still be considered , for …"
2117,2117,"@ADetsky @guildwoodian Million $ question:

Will those fully #vaccinated today (Sun., Nov. 28) still be considered,… https://t.co/3Wu0LEZcVl",2021-11-28 18:15:40,NKossovan,"Toronto, Ontario, Canada","Million $ question : Will those fully today ( Sun ., .  ) still be considered ,…"
2118,2118,RT @beansprouts_mom: Let's get LOUDER!! Last day to sign official petition to federal government. Demand science. Demand safety. In EVERY p…,2021-11-28 18:06:21,lkbc10,,: Let ' s get !! Last day to sign official petition to federal government . Demand science . Demand safety . In EVERY p …
2119,2119,"RT @ger_trends: 🇩🇪 Yesterday, the heads of state decided on new measures to combat the fourth wave of #Covid19 in Germany. 

👇 These are th…",2021-11-28 17:54:08,Jos10843927,,": 🇩🇪 Yesterday , the of state decided on new to combat the fourth wave of Covid in . 👇 These are th …"
2120,2120,RT @beansprouts_mom: Let's get LOUDER!! Last day to sign official petition to federal government. Demand science. Demand safety. In EVERY p…,2021-11-28 17:53:13,littleone067,,: Let ' s get !! Last day to sign official petition to federal government . Demand science . Demand safety . In EVERY p …
2121,2121,RT @beansprouts_mom: Let's get LOUDER!! Last day to sign official petition to federal government. Demand science. Demand safety. In EVERY p…,2021-11-28 17:52:22,Heatherkayaks,Unceded Coast Salish territory,: Let ' s get !! Last day to sign official petition to federal government . Demand science . Demand safety . In EVERY p …
2122,2122,"RT @PietVeenstra8: Will the booster set us free?

 #ongevaccineerden
#COVID19 
#boosterprik
#boostershot https://t.co/q9OyckiB4j",2021-11-28 17:48:45,DIRKVDPLAS,Knoekieknoekieland,: Will the booster set us free ? COVID
2123,2123,"#covid #boostershot +19 hours: okay immune system, I see you. body aches and fatigue has started. temp: 99º. this i… https://t.co/K965Pdh19h",2021-11-28 17:42:55,lskellz,"Janesville, Wisconsin","covid +  : immune system , I see you . body and fatigue . temp : º . this i …"
2124,2124,RT @beansprouts_mom: Let's get LOUDER!! Last day to sign official petition to federal government. Demand science. Demand safety. In EVERY p…,2021-11-28 17:42:07,haus_ppl,"Vancouver, British Columbia",: Let ' s get !! Last day to sign official petition to federal government . Demand science . Demand safety . In EVERY p …
2125,2125,"RT @MINDKRRAFT: Get ready for #boostershot #NOW 
#aashaherbals
#thoughts
#Omicron
#COVID19 
#covidvariant 
#Wuhan #virus 
#Jammu 
#India ht…",2021-11-28 17:42:02,BotJammu,,: Get ready for NOW Omicron COVID virus …
2126,2126,"RT @Terrysagirl: Get your #BoosterShot 💉💉💉
Protection offered by booster shot beats 'natural immunity,' study suggests https://t.co/IRclylO…",2021-11-28 17:40:12,MostlyFive0,,": Get your 💉💉💉 Protection by booster shot ' natural immunity ,' study"
2127,2127,RT @beansprouts_mom: Let's get LOUDER!! Last day to sign official petition to federal government. Demand science. Demand safety. In EVERY p…,2021-11-28 17:29:57,littleann4ever,,: Let ' s get !! Last day to sign official petition to federal government . Demand science . Demand safety . In EVERY p …
2128,2128,"Get your #BoosterShot 💉💉💉
Protection offered by booster shot beats 'natural immunity,' study suggests https://t.co/IRclylOmHM",2021-11-28 17:20:13,Terrysagirl,"Bay Area, California","Get your 💉💉💉 Protection by booster shot ' natural immunity ,' study"
2129,2129,"Get ready for #boostershot #NOW 
#aashaherbals
#thoughts
#Omicron
#COVID19 
#covidvariant 
#Wuhan #virus 
#Jammu… https://t.co/TrW1Q2Uvtc",2021-11-28 17:18:49,MINDKRRAFT,member of this planet.🙏,Get ready for NOW Omicron COVID virus …
2130,2130,RT @beansprouts_mom: Let's get LOUDER!! Last day to sign official petition to federal government. Demand science. Demand safety. In EVERY p…,2021-11-28 17:15:24,JMcanerin,,: Let ' s get !! Last day to sign official petition to federal government . Demand science . Demand safety . In EVERY p …
2131,2131,"4/ Mitigation is essential along with vaccination. #MaskUp, get your #BoosterShot. It's hard after 20 months of thi… https://t.co/UMMWICirwD",2021-11-28 17:09:32,maskcapecod,"Cape Cod, MA"," / Mitigation is essential along with vaccination . , get your . It ' s hard after  of …"
2132,2132,"Oh f**k me, now it's the omicron variant. https://t.co/Ud5uu2vPWP via @YouTube@#ToryCorruption #BoosterVaccine… https://t.co/2fXuQrz6ml",2021-11-28 17:09:29,texusjoe111,"Salisbury, England","Oh f ** k me , now it ' s the omicron variant . via …"
2133,2133,"RT @PietVeenstra8: Will the booster set us free?

 #ongevaccineerden
#COVID19 
#boosterprik
#boostershot https://t.co/q9OyckiB4j",2021-11-28 17:08:28,Wake1up2call,,: Will the booster set us free ? COVID
2134,2134,@jkwan_md Thank you Dr. Kwan. Waiting anxiously for our #3rdShots #boostershot 🙏🏼🙏🏼 meantime enjoy the first Real Snow  ❄️ ❄️😊,2021-11-28 17:05:17,SaghiSemino,"Toronto, Ontario",Thank you . Kwan . Waiting anxiously for our rdShots 🙏🏼🙏🏼 enjoy the first Real Snow ❄️ ❄️😊
2135,2135,RT @beansprouts_mom: Let's get LOUDER!! Last day to sign official petition to federal government. Demand science. Demand safety. In EVERY p…,2021-11-28 17:03:32,nonimyster,,: Let ' s get !! Last day to sign official petition to federal government . Demand science . Demand safety . In EVERY p …
2136,2136,My 10yrs old got his second shot and I got my booster 💉💪🏻 #COVIDVaccineKids #BoosterShot https://t.co/4Pg3mmXbyC,2021-11-28 16:58:50,justmytweeter,,My yrs old got his second shot and I got my booster 💉💪🏻
2137,2137,"RT @PietVeenstra8: Will the booster set us free?

 #ongevaccineerden
#COVID19 
#boosterprik
#boostershot https://t.co/q9OyckiB4j",2021-11-28 16:52:54,bunyaminT1989,,: Will the booster set us free ? COVID
2138,2138,"Will the booster set us free?

 #ongevaccineerden
#COVID19 
#boosterprik
#boostershot https://t.co/vAvR41ohz4",2021-11-28 16:52:23,leo_sikking,,Will the booster set us free ? COVID
2139,2139,RT @beansprouts_mom: Let's get LOUDER!! Last day to sign official petition to federal government. Demand science. Demand safety. In EVERY p…,2021-11-28 16:49:34,BCisvulnerable,BC,: Let ' s get !! Last day to sign official petition to federal government . Demand science . Demand safety . In EVERY p …
2140,2140,RT @peeptoemama: My Grandbaby Sherman comforting me as I recover from my #boostershot https://t.co/ISkOsqnGdY,2021-11-28 16:48:23,PanamaPaws,,: My comforting me as I recover from my
2141,2141,Let's get LOUDER!! Last day to sign official petition to federal government. Demand science. Demand safety. In EVER… https://t.co/UBJE1XaTdr,2021-11-28 16:48:19,beansprouts_mom,"Vancouver, British Columbia",Let ' s get !! Last day to sign official petition to federal government . Demand science . Demand safety . In EVER …
2142,2142,"Will the booster set us free?

 #ongevaccineerden
#COVID19 
#boosterprik
#boostershot https://t.co/q9OyckiB4j",2021-11-28 16:47:49,PietVeenstra8,"Veenendaal, Nederland",Will the booster set us free ? COVID
2143,2143,"RT @JohnNosta: Sadly, this seems about right.  h/t @KhephriThoth #COVID19 #vaccine #boostershot #Omicron https://t.co/eKgrZiHjeF",2021-11-28 16:41:12,naturalmatts,United Kingdom,": Sadly , this about right . h / t COVID vaccine Omicron"
2144,2144,RT @KamilBrzezinski: People are asking me why I chose Moderna booster after full Pfizer covid-19 vaccination. Please check the graphics and…,2021-11-28 16:37:15,Krychaj,Poland,: People are me why I chose booster after full covid -  vaccination . Please check the graphics and …
2145,2145,"#Omicron you say? Need another #jab ?
I’m literally seeing this gif in my mind every time I read another post about… https://t.co/FMNdol5qBC",2021-11-28 16:29:37,XtinaShow,United States,Omicron you say ? Need another jab ? I ’ m literally seeing this gif in my mind every time I read another post about …
2146,2146,Just walked a mile for my booster.  I thought I was 2 minutes late. I was 23 hours 58 minutes early.  #boostershot #covid19,2021-11-28 16:25:33,Jd2718x,the Bronx,Just a mile for my booster . I thought I was  late . I was   early . covid
2147,2147,"RT @JohnNosta: Sadly, this seems about right.  h/t @KhephriThoth #COVID19 #vaccine #boostershot #Omicron https://t.co/eKgrZiHjeF",2021-11-28 16:25:28,JohnNosta,07945,": Sadly , this about right . h / t COVID vaccine Omicron"
2148,2148,RT @JustAMazen: @PeterHotez @FoxNews I’ve cancelled my subscription even though I never watched FoxNews but I’m grateful you are going to b…,2021-11-28 16:21:39,FlowerGirlBaker,"California, USA",: I ’ my subscription even though I never watched but I ’ m grateful you are going to b …
2149,2149,@PeterHotez @FoxNews I’ve cancelled my subscription even though I never watched FoxNews but I’m grateful you are go… https://t.co/xuaaPTxvvi,2021-11-28 16:21:15,JustAMazen,,I ’ my subscription even though I never watched but I ’ m grateful you are go …
2150,2150,"var·i·ant
a form or version of something that differs in some respect from other forms of the same thing or from a… https://t.co/5c9K5zX6yw",2021-11-28 16:07:35,TribalHawk1,East Los Angeles,· i · ant a form or version of something that in some respect from other of the same thing or from a …
2151,2151,Awful traffic management at #Ballybrit today @HSELive #Covid #boostershot Over an hour people sitting in cars to ge… https://t.co/7Av3ft8HPK,2021-11-28 16:05:09,kiely_hannah,Galway,Awful traffic management at today Covid Over an hour people sitting in to ge …
2152,2152,My Grandbaby Sherman comforting me as I recover from my #boostershot https://t.co/ISkOsqnGdY,2021-11-28 16:05:08,peeptoemama,"Cargo Hold, Millenium Falcon",My comforting me as I recover from my
2153,2153,"@bigbird2022 just stop the nonsense...
Its simple 
#WearAMask is 100%
#vaccination hmm was first told it prevents… https://t.co/OaR6MBr0qH",2021-11-28 15:45:37,AMDC315,Somewhere Between Here & There,just stop the nonsense ... Its simple is  % vaccination was first told it …
2154,2154,RT @KamilBrzezinski: People are asking me why I chose Moderna booster after full Pfizer covid-19 vaccination. Please check the graphics and…,2021-11-28 15:43:41,gutek,"Warsaw, Poland",: People are me why I chose booster after full covid -  vaccination . Please check the graphics and …
2155,2155,"Czech President Zeman had tested positive for the #coronavirus, despite having had the #boostershot.

https://t.co/RIEilQb9wi",2021-11-28 15:36:35,pebra22,"Rotterdam, Nederland","President had tested positive for the , despite had the ."
2156,2156,People are asking me why I chose Moderna booster after full Pfizer covid-19 vaccination. Please check the graphics… https://t.co/BLdno3AONz,2021-11-28 15:29:18,KamilBrzezinski,"Warsaw, Poland, 🇪🇺",People are me why I chose booster after full covid -  vaccination . Please check the graphics …
2157,2157,Nice to know getting my #boostershot later this morning https://t.co/1UTewJWsxZ,2021-11-28 15:28:52,Jen56473517,everywhere on planet Earth 🌏 ,Nice to know getting my later this morning
2158,2158,"Getting my #boostershot
Today at @Walgreens
""Vaccine manufacturers say they are studying the new variant Omicron""  https://t.co/3AHHr4GxlT",2021-11-28 15:27:52,Jen56473517,everywhere on planet Earth 🌏 ,"Getting my Today at "" Vaccine say they are the new variant Omicron """
2159,2159,@Eagles Luv it !!! Getting that Plaid Green Suit &amp; my #boostershot …. https://t.co/r0VzeImQyr #FlyEaglesFly #PHIvsNYG #covidvariant,2021-11-28 15:19:09,mitchbytes,"Philadelphia, PA",it !!! Getting that Plaid Green Suit & ; my ….
2160,2160,"I dreamt that I got my #boostershot just so I could take a sick day. 
(Planning to make this (kind-of-pathetic, low… https://t.co/Txz3GZPYxW",2021-11-28 15:12:26,EmmaTattenbaum,,"I dreamt that I got my just so I could take a sick day . ( to make this ( kind - of - pathetic , low …"
2161,2161,Dark Angels &amp; Pretty Freaks #Podcast #351 “Naily Toes” #Married #Chatting #Life #Unedited #Thankful 4 everyone stil… https://t.co/JpgA16xbRM,2021-11-28 15:01:00,AngelsFreak7,"Napa, California",Dark & ; Pretty  “ Naily ” Married Chatting Life Unedited Thankful  everyone …
2162,2162,4/ Some of this info will be painfully slow in ascertaining and reporting as infections occur. Best practices for a… https://t.co/OB3vnp1QLl,2021-11-28 14:53:44,maskcapecod,"Cape Cod, MA", / Some of this will be painfully slow in and as occur . Best for a …
2163,2163,RT @SuMoh7: #GetVaccinated #GetVaccinatedNow including  #boostershot.,2021-11-28 14:53:01,ShigeyoK,Portland、the BadAss city,: .
2164,2164,Is there any data yet on breakthrough cases of #Covid in those who received a #boostershot #askingforafriend,2021-11-28 14:42:14,ExNYer,Pacific Northwest,Is there any data yet on breakthrough of Covid in those who received a
2165,2165,#covid  #boostershot done this morning at the local vaccination centre. Feel fine after 4 hours. Hopefully will con… https://t.co/WB0Sk20OBE,2021-11-28 14:42:03,_Ce_Ce__,,covid done this morning at the local vaccination . Feel fine after  . Hopefully will con …
2166,2166,RT @DAPFpodcast: Dark Angels &amp; Pretty Freaks #Podcast #351 “Naily Toes” #Married #Chatting #Life #Unedited #Thankful 4 everyone still liste…,2021-11-28 14:30:45,MPWeirdoPodcast,"Somewhere,USA",: Dark & ; Pretty  “ Naily ” Married Chatting Life Unedited Thankful  everyone still …
2167,2167,RT @DAPFpodcast: Dark Angels &amp; Pretty Freaks #Podcast #351 “Naily Toes” #Married #Chatting #Life #Unedited #Thankful 4 everyone still liste…,2021-11-28 14:30:32,BadIdeasPodcast,http://webegeekspc.com,: Dark & ; Pretty  “ Naily ” Married Chatting Life Unedited Thankful  everyone still …
2168,2168,#covid #boostershot +16 hours: I still have a sore arm but no other side effects. Crossing fingers this continues!,2021-11-28 14:22:17,lskellz,"Janesville, Wisconsin",covid +  : I still have a sore arm but no other side effects . Crossing this !
2169,2169,Every covid shot has taken me down for a day or two. Every time I'm reminded that I'm lucky to only have to deal wi… https://t.co/s6PDNkWHjZ,2021-11-28 14:16:14,Circusgrrrl,,Every covid shot taken me down for a day or two . Every time I ' m that I ' m lucky to only have to deal wi …
2170,2170,@ArtCrunchy Get the Booster jab. #boostershot,2021-11-28 14:03:37,NealMcTaggart,,Get the Booster jab .
2171,2171,Dark Angels &amp; Pretty Freaks #Podcast #351 “Naily Toes” #Married #Chatting #Life #Unedited #Thankful 4 everyone stil… https://t.co/V75gpnKeSk,2021-11-28 13:44:30,DAPFpodcast,"Napa, California",Dark & ; Pretty  “ Naily ” Married Chatting Life Unedited Thankful  everyone …
2172,2172,@cvspharmacy keeps cancelling my #covid19 #boostershot appointment. Second time today. Anyone else having this issue?,2021-11-28 13:34:50,rajivness,"New York, NY",my covid appointment . Second time today . Anyone else this issue ?
2173,2173,"#Pfizer 3rd shot ✅💉
#BoosterShot https://t.co/d6nA3s5Vrs https://t.co/LLgx1JsK80",2021-11-28 13:25:04,iamkrisangeline,"Doha, Qatar",rd shot ✅💉
2174,2174,"I've wore a #Mask when I didn't need too.
I've had two #Vaccine shots.
I will have a #BoosterShot when offered one.… https://t.co/LYfY0YzwdK",2021-11-28 13:22:43,brexitdennis,,I ' wore a Mask when I ' t need too . I ' had two Vaccine . I will have a when one .…
2175,2175,"RT @JohnNosta: Sadly, this seems about right.  h/t @KhephriThoth #COVID19 #vaccine #boostershot #Omicron https://t.co/eKgrZiHjeF",2021-11-28 13:04:25,EricDalne,Belgium,": Sadly , this about right . h / t COVID vaccine Omicron"
2176,2176,RT @joerooney1: I could have an underlying condition. I mean it’s underlying so how would I know? #boostershot,2021-11-28 13:02:43,StarrOutlook,"England, United Kingdom",: I could have an underlying condition . I mean it ’ s underlying so how would I know ?
2177,2177,I could have an underlying condition. I mean it’s underlying so how would I know? #boostershot,2021-11-28 12:49:06,joerooney1,"Dublin, London, Drogheda",I could have an underlying condition . I mean it ’ s underlying so how would I know ?
2178,2178,"Boosted by Pfizer
#BoosterShot https://t.co/DjTK9GZgNs",2021-11-28 12:43:15,charlesuprel,"Bintulu, Sarawak",by
2179,2179,".I 'm  expecting .soon  4th Jab       .
#BoosterShot 2 #Omicron #vaccinated https://t.co/SeYEWPXJFY",2021-11-28 12:36:39,MixedPie,m a r s  ,. I ' m . soon th Jab .  Omicron
2180,2180,"#vaccination  #boostershot #COVID19 #OmicronVariant 

Pfizer estimates development timeframe for a new #Omicron… https://t.co/zd8m2IDm31",2021-11-28 12:29:35,csu_scientist,,vaccination COVID development for a new Omicron …
2181,2181,"I've been Modernised.
#boostershot",2021-11-28 12:07:58,akbea,Four Seasons Total Landscaping,I ' been .
2182,2182,"Mama booster dose ✔
#boostershot #pfizer https://t.co/tL1jHhcohJ",2021-11-28 11:50:25,NanaaaEddy,Malaysia,booster dose ✔
2183,2183,"As New South Africa Covid Variant Triggers Booster Shot Demands, Where Does India Stand | Explained… https://t.co/pfiwiLR28h",2021-11-28 11:43:11,PradipMadgaonk1,Pune,"As New South Covid Variant Booster Shot , Where Does Stand | …"
2184,2184,RT @texusjoe111: It’s just one more booster shot #Pfizer #BoosterShots #boostershot #Boosterdoesnotwork https://t.co/V5qE0SRsGg,2021-11-28 11:38:57,thejfteams,UK,: It ’ s just one more booster shot
2185,2185,"@DrAseemMalhotra  Got an invite for #boostershot  but threw it in the bin. Told ""Get the Jab"" 1st time! Then need a… https://t.co/mCAljicvA2",2021-11-28 11:36:58,Justis4u3,,"Got an invite for but threw it in the bin . Told "" Get the Jab "" st time ! Then need a …"
2186,2186,Dark Angels &amp; Pretty Freaks #Podcast #351 “Naily Toes” #Married #Chatting #Life #Unedited #Thankful 4 everyone stil… https://t.co/z4q1cJ2jS4,2021-11-28 11:26:00,AngelsFreak7,"Napa, California",Dark & ; Pretty  “ Naily ” Married Chatting Life Unedited Thankful  everyone …
2187,2187,"I feel boosted... Thank you, #science!
#Moderna #Spikevax #boostershot https://t.co/hRgEbRrzjd",2021-11-28 11:06:32,DainaSvabe,"Riga, Latvia","I feel ... Thank you , science !"
2188,2188,Thank you @NHSGGC #Booster #CovidVaccine #boostershot https://t.co/G2yOHrrEJI,2021-11-28 11:06:15,skagirl67,International,Thank you Booster
2189,2189,"The family's bad luck was uncanny. 
""Reinfection is a thing,"" says Dr. Peter Chin-Hong, a specialist in infections… https://t.co/IWMCBjZ4in",2021-11-28 10:47:45,australiantalk,Australia,"The family ' s bad luck was uncanny . "" Reinfection is a thing ,"" . Peter Chin - Hong , a specialist in …"
2190,2190,"I would actually say that the whole world's covid strategy is what needs a rethink! #boostershot
#Covid_19 #Omicron 
https://t.co/dn4CRg7oSo",2021-11-28 10:38:24,NatJGreenland,,I would actually say that the whole world ' s covid strategy is what needs a rethink ! Covid  Omicron
